crop,district,soil_type,nitrogen,phosphorus,potassium,rainfall,temperature,suitability_score,recommended,expected_yield
bajra,Kapurthala,clayey,101.37676952914296,102.1620131826544,39.93728439845416,641.7743935271019,24.11810381000188,1.0,1,5649.358624919619
potato,Shahid Bhagat Singh Nagar,clayey,130.86375362085843,75.66594994032992,151.99162016188995,1192.4361513243696,34.86883990553282,0.7909919736730014,1,4391.561126366116
potato,Mansa,alluvial,102.97908944734668,103.8876788783432,131.27762379212263,901.1879140389827,25.50434118807201,0.7795365966466082,1,4769.5050358378485
wheat,Hoshiarpur,black,138.4819872961339,128.14220472268485,143.83244474277353,569.9316057094342,29.60252335742249,1.0,1,5252.516513304066
potato,Tarn Taran,black,114.86675062307512,63.29024869756573,143.8127823836923,1494.1393612211675,29.92758784774068,0.7036904156714429,1,3192.11527436705
rice,Bathinda,clayey,139.27047023952844,63.364041431386056,128.6807511418347,588.7673941077685,34.4249860393222,0.9684001972923145,1,5398.084881326218
potato,Pathankot,clayey,69.33528992934393,78.54822171356406,158.54776591219184,847.5715242389821,29.97367586730827,0.6958903692195674,0,4061.3240044564177
bajra,Bathinda,alluvial,96.9284163710907,71.91106905521006,55.910722266170964,1492.4835021583751,33.90501451886443,1.0,1,5485.239079991674
rice,Sangrur,alluvial,101.40945328641597,122.42725847799444,176.99665264570183,1108.4864126597913,27.602576477307238,0.9170603784849778,1,4724.928279395873
bajra,Barnala,red,57.23207610495243,59.40668627289272,74.72913688484329,860.1364074715191,21.31464120145758,0.9846226450275135,1,4973.365141792627
potato,Bathinda,black,105.94070769429584,142.5103124832903,178.46723249305413,661.7642113521096,31.794139351356417,0.8684584908462778,1,4757.0696121277815
potato,Tarn Taran,black,220.28499154901914,47.106366866453655,188.20118648946575,616.3663978854761,32.26174562736787,0.8236878895548455,1,4662.382151414489
wheat,Moga,alluvial,78.25560985510116,47.557723817291006,169.18495069262593,822.5279778464152,20.343407374641803,0.7530224128815296,1,3895.979833850658
potato,Barnala,sandy,119.21994530755711,146.82932611178893,138.96525314870644,1322.480563634361,21.987870091127725,0.8251146637262163,1,5286.409709247939
wheat,Moga,red,113.50628957534741,143.86367858816826,170.2841304606466,1166.3068858350398,21.82642866687912,0.9469291100625862,1,4667.660326493347
rice,Barnala,black,77.03325783096456,145.2049645065926,123.42002110215289,1465.82216115322,26.487468174951978,0.8568722415579372,1,4453.278732155797
wheat,Fazilka,red,53.53756192265144,98.33191129957244,92.01569725457001,886.4608411591471,28.466616360183238,0.7988581775867937,1,3405.246083805626
wheat,Jalandhar,loamy,61.63275910109516,149.33262123206973,39.82269536938233,1195.0352288585532,34.75518387895121,0.7509976212306851,1,3778.5308739522034
rice,Moga,sandy,85.55327757024965,109.91034722401152,135.06878462882162,1133.189626013464,23.433419072699206,0.8779093273339497,1,4347.264846816124
rice,Ferozepur,black,111.25072415732234,101.106458717913,119.59704886498078,926.0833838903715,21.960655651102993,0.9413598127341292,1,4714.036258594195
rice,Bathinda,sandy,132.8259505057854,127.57992642369366,154.71444469543835,1269.3048936413397,20.165468966429707,0.9946319765574948,1,5374.275681542832
wheat,Shahid Bhagat Singh Nagar,alluvial,208.06754717202963,95.6792698713964,145.76572063050156,689.6948481746772,29.28422289511582,1.0,1,5374.095264559851
rice,Shahid Bhagat Singh Nagar,red,210.3074223765979,144.74496376173434,112.93518746748161,609.7361986775035,28.219392334605395,1.0,1,4802.4917689006
potato,Shahid Bhagat Singh Nagar,black,103.20385560107614,39.4009111335229,51.62395965686643,1364.6603921404176,23.65216952607301,0.4262464947459193,0,3141.606548709276
rice,Sangrur,red,141.88935368119732,122.0521506988174,181.65439711983984,1455.3346865039282,31.803550793829427,1.0,1,5213.205631660456
rice,Hoshiarpur,loamy,211.7766923272656,29.934191726946686,77.49251136890179,1430.3188848378236,23.795876492011768,0.8092104367949843,1,4472.12172116868
potato,Barnala,sandy,140.02488648395192,49.50541026749734,181.19645574190352,950.6196567297579,33.236891606841496,0.7650654370515663,1,4263.729048041119
rice,Ludhiana,loamy,138.65461748872366,26.21800665123371,36.463714200367335,1246.2072574818385,29.885533013055213,0.7012724120559427,1,3755.8840788810066
rice,Fatehgarh Sahib,black,197.50167189180138,65.92268310526833,80.41104881890139,849.7032297458495,31.619802967717728,0.9805842052631825,1,4960.008597724893
potato,SAS Nagar,black,120.96827205137808,73.5770209341603,123.43472743221716,1330.5344564048398,21.030692487774015,0.7107862592730968,1,3523.9612459958093
bajra,Patiala,loamy,245.1981699197585,106.75555174603569,31.772708897558523,755.4134846852195,23.91069949879875,1.0,1,4942.107739485711
rice,Hoshiarpur,loamy,156.06042664983167,25.453659046112715,194.64309219104524,1298.7141916545745,24.392330550514473,0.7878745668862509,1,4174.303517503838
rice,Pathankot,black,81.32768739476165,25.685631364396034,48.837353570567196,1098.5315756843656,21.42517548488457,0.6487039921221863,0,3702.2528800340483
bajra,Moga,black,127.7305597259694,41.27889419048919,76.5445222773981,1428.317532848577,30.13973413379533,1.0,1,4871.690066837488
rice,Bathinda,clayey,213.18938779372345,131.97809952724668,173.90743757734725,1418.9265336395545,23.783615302600424,1.0,1,4998.959332956392
rice,Shahid Bhagat Singh Nagar,alluvial,218.3997105780123,114.70378803100972,161.99606590495318,1156.1618376810716,22.6614315420456,1.0,1,5130.509868338674
wheat,Mansa,clayey,71.58874292929286,109.08874209506354,45.6180509107076,1465.1297421269965,27.325911950974096,0.814216000958527,1,4268.988666831845
potato,Ludhiana,red,132.68328985905228,118.56405143994985,156.38204363302359,1111.940505337331,21.588960688377394,0.883933968556335,1,4936.516781342047
rice,Muktsar,clayey,161.6084650297934,125.52778819254229,156.0910504571981,1381.4507796750213,24.168531458733018,1.0,1,5082.010674824753
potato,Jalandhar,clayey,90.80712692577977,92.1610434092972,154.6221203250447,1115.985450260179,22.820371019231242,0.7746877585087516,1,4577.403628693266
bajra,Faridkot,alluvial,219.60955822615438,129.19531743668372,171.55567978899734,511.0316142624658,31.243182267033323,1.0,1,4756.086838272247
rice,Sangrur,sandy,201.25293157829051,129.45614829457213,109.95423919730356,1002.0502134884472,21.870710853670857,1.0,1,5625.494246419919
wheat,Tarn Taran,sandy,77.56457983184708,106.19546058506398,30.31958019923481,678.3725843073298,20.436070705159306,0.7269813490611878,1,3407.826796996623
wheat,Faridkot,black,208.83946625541685,32.08878317700718,129.99438538122638,980.9728898861238,29.63488288857841,0.8194703960809866,1,4328.461193453331
potato,Sangrur,black,60.560792093705615,83.2576960916879,131.89272416269876,1102.145644052481,20.34399216902063,0.6441037798416347,0,3301.240164381008
potato,Patiala,alluvial,79.79994722984868,110.40403428264692,156.80728549832466,1481.9691904461454,23.147629922846143,0.7840137766250921,1,4168.680320494114
rice,Faridkot,alluvial,115.63855072186232,76.42251760260379,45.06207304553493,720.6119527112113,28.97337941095608,0.919274439369893,1,5199.720742185311
potato,Muktsar,sandy,196.7231660084625,58.92765636394527,59.49161262521273,1137.5532644702298,27.442495761698293,0.6430762119278418,0,3790.35354674694
potato,Moga,black,126.7665903866088,94.34339525953425,129.9207913465737,684.4762531336394,25.433531624784326,0.8034063303568905,1,3836.2591154242104
wheat,Bathinda,red,190.05039188890422,96.15531897634726,129.70144567208018,1197.6706275200752,33.944253843135265,1.0,1,4835.431610936252
rice,Fatehgarh Sahib,black,210.52866195914208,79.56429527592604,112.10470825451038,633.4799724159437,21.20902270635687,1.0,1,5211.499538319864
potato,Ferozepur,clayey,231.87803840167925,121.4276982459133,31.194964648315256,557.2802510776233,23.378355534027346,0.7260856469491719,1,3794.651244974875
bajra,Faridkot,red,63.79160327128424,27.417113749663063,77.97180269784403,761.705683735906,23.704681986079997,0.9713012638851451,1,4485.479952480526
bajra,Moga,clayey,104.3899452257262,118.72177411433528,106.4557732165918,1276.7105569551811,20.98049236346578,1.0,1,4789.568787115217
bajra,Rupnagar,clayey,162.39856949336135,64.96965817522026,83.58221858655102,1271.8577261816213,21.296369161438196,1.0,1,4994.392184696964
potato,Rupnagar,sandy,242.67888684271009,92.82186385003945,189.25981854562562,552.2578792860238,26.281899786112422,0.9760728795001316,1,5258.134233945603
wheat,Shahid Bhagat Singh Nagar,clayey,78.9930144759634,114.27024458164492,62.50241924901413,838.2631053323483,24.63048115059793,0.8617111468542307,1,4079.172531928636
rice,Ludhiana,loamy,86.60308884694543,22.864570838675544,152.40136674272924,917.9899338704844,21.332603676313465,0.6560470293653397,0,3812.187421766627
bajra,Barnala,black,194.56286064169674,28.796887047000205,150.33196652906068,1043.538217342646,21.225880186201675,0.9866320783000022,1,5712.413235599206
wheat,Barnala,loamy,135.72610939409515,38.32475157783001,142.91194546592095,716.0904531853075,21.463437653589494,0.8491654837039525,1,4347.390648891791
potato,Tarn Taran,black,62.454621176377124,86.62534434014312,167.08861492958272,959.2398775969581,20.779348663314025,0.7259763594308768,1,4351.610615633612
potato,Patiala,red,82.94127068645918,62.927958433294684,158.64775596706795,1019.3858595039374,23.073219112260688,0.6699294360224625,0,3535.528382408011
rice,Gurdaspur,clayey,200.14590139986944,92.53749604174318,123.92731451306328,594.1519101256979,25.154947889136547,1.0,1,5204.566200371982
bajra,Amritsar,clayey,149.56250160685804,33.711580994361974,141.65261780313,1322.1031606002255,25.706300112613434,1.0,1,5045.308164215106
bajra,Hoshiarpur,black,105.28833811667921,60.60538324511676,139.25469180431202,695.8408125869189,33.454368956353015,1.0,1,4424.688808673053
wheat,Jalandhar,black,189.1798236337605,123.12397555697308,83.84948510147953,1357.1792569987529,33.5921488214865,1.0,1,4866.089867157383
bajra,Gurdaspur,red,196.52704694016657,126.64907596836653,83.237539118938,1298.5932723827511,34.51633815655083,1.0,1,4838.540614703201
potato,Hoshiarpur,black,197.9460664171081,61.55668821727082,198.030718200053,985.3589831598871,21.836508475384115,0.8718556273909027,1,4118.417417412778
bajra,Fazilka,clayey,135.49793758412304,41.09034275172232,32.14327839587904,1059.7556836383826,27.910994331840143,1.0,1,5469.490799097035
rice,Sangrur,clayey,91.95058953673627,69.27352640848267,195.48775629594942,836.8405018611032,24.44734671924973,0.8902457612951217,1,4671.66666274248
rice,Shahid Bhagat Singh Nagar,clayey,213.85102097429223,134.3768488137204,119.32393513276779,744.3399407864662,21.694148126167605,1.0,1,5292.856225394046
wheat,Amritsar,red,134.02374556954499,137.69678365612316,155.74412112354983,691.2604179145867,29.206661282235487,0.9975894952334444,1,5767.908738177219
rice,Fatehgarh Sahib,black,144.2574334796329,147.28364194197007,137.80416351027526,626.2647415645027,30.14266343113151,1.0,1,4350.835501019531
wheat,Bathinda,black,186.333896480324,41.72716149125876,141.3980096475819,1491.742617167839,21.090063074150244,0.8653674356726607,1,4371.767679187615
wheat,Muktsar,alluvial,122.07556398606951,28.905702861507343,159.7363995140112,908.3063427594511,31.388730995912642,0.7724006830803654,1,3851.9320328294784
bajra,Ludhiana,loamy,203.21295530706053,122.49815462292882,143.04743359091918,760.286857566003,33.607925460587445,1.0,1,5269.029480481093
potato,Barnala,alluvial,142.07165424038527,132.3932692379471,122.93019743192404,880.4005489704097,34.65200492765989,0.8380987650901129,1,5112.347834318538
wheat,Sangrur,loamy,58.40493503428106,116.18753569970094,186.07301387385561,780.0373295504894,32.875125151986815,0.8108763828006941,1,4448.74785047321
wheat,SAS Nagar,loamy,217.8921819001534,147.63383012388158,135.62856453310002,1059.1848068293264,29.42357165694922,1.0,1,4896.181328966433
rice,SAS Nagar,black,72.51607808238741,111.47917706990344,121.91874102963476,596.5344701954408,23.628407423882585,0.8457187113145368,1,4375.107002903054
rice,Moga,sandy,64.84817459767729,49.42569426439317,154.1418450053248,1098.8082963834913,20.96736906873751,0.7288127318352906,1,3793.979014207452
bajra,Gurdaspur,clayey,183.56093664528132,97.11880411395995,181.69142468374088,685.3301795287144,21.184537432862427,1.0,1,5293.721870224599
wheat,Ludhiana,sandy,103.55533509766684,122.59091005653508,127.46938875798706,1158.8250701400705,23.784608747591097,0.9223588520930045,1,4429.702883603861
rice,Bathinda,black,72.98659941191336,32.20144702703631,184.6365593042207,1169.2002629380784,32.439301989751335,0.6668873829800295,0,3743.382178559615
rice,Muktsar,black,232.13531588702793,80.37632070932057,53.379041718892616,840.8156997898466,22.47237013020143,1.0,1,5400.418437026857
wheat,Gurdaspur,red,176.26151061839775,96.92063109982232,149.44774142453778,737.4334683748062,27.68545666318686,1.0,1,4901.575004748021
rice,Bathinda,alluvial,102.53512851973035,55.303939417635185,110.39251257785382,1483.8403128554378,24.034384187397066,0.8498585826371032,1,4062.1356924219363
wheat,Fazilka,alluvial,100.8783161683694,67.04090211666804,110.3238703511073,545.6487455023837,22.100361463299766,0.9016579865092078,1,4518.554095233649
bajra,Moga,sandy,139.49362826449158,81.65749465606386,130.44746501607705,1037.0074883513585,32.81203996475757,1.0,1,4172.858109425602
rice,Gurdaspur,sandy,218.7849225223448,57.03804279902491,108.68483235269461,938.5384885374355,23.277647515311955,0.938276394281071,1,4549.723441112386
rice,Hoshiarpur,red,106.9124603525795,126.36686693727218,120.37190898275324,1379.86267736116,28.621693313966226,0.9306480502532827,1,4676.5230299051545
potato,Mansa,sandy,58.97071360471373,78.57761246780741,188.00253806042937,665.2039393378502,25.848085294123162,0.707583876996908,1,4062.0067157043172
rice,Shahid Bhagat Singh Nagar,red,171.58104281814076,60.21845332216167,170.0443653176201,1455.0605114849889,32.3179742382534,0.9534212062960079,1,4952.993715745122
bajra,Moga,alluvial,101.52144406674437,27.73821104521032,132.6452270013959,1186.5899134926067,21.717314570988577,0.974869011613448,1,4566.558493206523
wheat,Fatehgarh Sahib,sandy,169.26430377207367,91.44587537387866,183.05461557262615,904.2397296442092,24.816216456305753,1.0,1,4116.33935236452
rice,Ferozepur,clayey,183.71452934458281,108.22709436743342,91.52639844243704,1093.6607912085385,20.151967760416152,1.0,1,5283.285769302623
rice,Ferozepur,black,84.36969626541891,102.92402204627241,155.96681254667834,1029.9915229264186,32.435265988182366,0.874986904359059,1,4593.234069941636
wheat,Gurdaspur,clayey,52.341322146180815,74.86445381659307,80.15692030120655,986.000493797603,28.657998301018264,0.7959044991263724,1,3399.861906069192
potato,Fazilka,black,127.47851713373186,130.7393607936132,98.66263690892103,577.6146447314409,28.13801552798377,0.7640783886526722,1,4349.373298902322
wheat,Ludhiana,clayey,126.84792402747627,78.51603695365118,128.47528014948955,1259.351025752613,21.48310426460953,0.9798714173517933,1,4810.5145889094565
bajra,Amritsar,clayey,83.37204033975057,75.96881400008698,54.241004493924486,1390.0970351838084,25.188161911067862,1.0,1,4970.035662137992
bajra,SAS Nagar,red,153.44787634286638,69.25833614764586,31.140766351690193,885.8745028951159,31.875803888920196,1.0,1,4653.794726089597
bajra,Fatehgarh Sahib,clayey,218.34467234893523,95.42879744205382,125.14703562244978,605.2591851970124,22.51039599707942,1.0,1,5083.342118383712
wheat,Fatehgarh Sahib,alluvial,55.5073439738931,85.7091653283585,193.8829592100094,884.2067129858002,20.584940188623673,0.8037218369725756,1,4179.542164208167
wheat,SAS Nagar,clayey,112.64125221403481,39.11804057365649,112.9347035227091,630.0477825111387,32.532203545734916,0.797736265694041,1,4042.940650823313
rice,Jalandhar,black,112.79334347547056,135.49247740012856,132.50028900150846,1326.7073597414874,34.760197448156966,0.9451687493221496,1,4164.80838957927
bajra,Tarn Taran,black,246.02179848275338,82.12419824289152,120.48378029532594,668.3369559191302,23.703611400013784,1.0,1,4405.489188019883
potato,SAS Nagar,sandy,110.46664987029875,53.713536651222284,63.08605223982823,557.6475821990249,25.1367196825207,0.5096216976186019,0,2246.7668663240925
bajra,Bathinda,red,175.24686428421276,83.55671813301868,98.30239611123513,1493.8483888996982,33.2047214322339,1.0,1,5299.164102447014
bajra,Tarn Taran,loamy,208.50427839258384,79.98791654535064,154.2390648810075,647.9841473658348,32.7883667285233,1.0,1,5209.5040869782715
potato,Shahid Bhagat Singh Nagar,clayey,194.42864709118118,89.34026173949714,177.89475714010644,630.652343823463,31.857646914123276,0.9644675391316572,1,4966.438754047005
bajra,Fatehgarh Sahib,loamy,186.1511785920971,80.68167004005443,35.85841410225,1469.6077268480954,34.23668214634161,1.0,1,4636.254092143755
bajra,Fazilka,clayey,148.28363550571135,87.91773890271038,125.66098883379766,941.2237136553265,29.08632954708585,1.0,1,5011.550289259605
bajra,SAS Nagar,clayey,195.1432926439898,136.27883238715017,107.51647687918927,943.4558363819041,29.031754780321695,1.0,1,5512.293783424158
potato,Pathankot,loamy,61.894313773456155,20.411820315491227,138.83371296513604,798.4349123618767,23.605735830492257,0.4503784996013369,0,2954.2496227417414
potato,Fazilka,sandy,139.66381107388443,86.35622357055018,136.52072688584573,1426.3826067300868,20.28674141644646,0.8139198651584628,1,5038.504916850508
potato,Bathinda,alluvial,155.44523616796005,102.23073429555762,139.55994711057573,1319.7978049847275,25.001109832386657,0.895247968149592,1,4484.426108430285
potato,Muktsar,sandy,249.56417113639563,107.98676885146143,170.83978090634992,794.6193963461932,20.2147291650059,0.9920757731549522,1,5258.3414073590075
rice,Muktsar,red,51.13316290591345,141.82183369964332,169.72752810978804,1309.183171139031,33.26636413252966,0.7929213898911444,1,4378.156874410561
potato,Barnala,loamy,194.6298972929259,56.44347990289772,146.8590819031604,524.4984482676524,24.5920601131939,0.8012098509204407,1,5048.617241538746
rice,Mansa,clayey,51.217749647967814,33.1223559970778,177.72052288745465,1181.7486440901612,21.69397464029017,0.6175224174590211,0,3783.9297972107684
wheat,Jalandhar,black,191.41729545333962,26.529381490316588,42.393312012543596,902.8732826326371,24.42935741071915,0.7422858014660839,1,3661.486265949416
bajra,Moga,alluvial,103.23360250310749,22.86349975909621,129.15377371753965,1342.2307463439479,28.234706741624628,0.9207055528788467,1,4306.860971071841
wheat,Shahid Bhagat Singh Nagar,red,170.69861920867572,66.51583093476135,140.12896581838982,622.9206784653876,33.329886203980976,0.9834087187369588,1,3725.830012619505
wheat,Faridkot,alluvial,64.35516124530261,108.74023875904231,71.12838565364002,1213.95263250659,32.33802191576295,0.8255682993711174,1,4375.813015385947
bajra,Muktsar,alluvial,162.65778619076295,35.59398009310569,185.85458741939698,1220.6551452831131,26.021684463697905,1.0,1,5222.487031599001
rice,Ludhiana,loamy,113.51735905222333,20.01751009058309,116.89195367032907,546.8519085276031,24.142543367313493,0.708944585392746,1,4160.674253946672
wheat,Patiala,clayey,143.39359999272213,64.24819701974916,189.87624597514935,582.7154615243535,33.96331058091213,0.9726104619988055,1,4822.662153001875
rice,Barnala,black,164.36183272143074,137.9359768028809,190.30724885872723,922.3845221843059,25.659704921094853,1.0,1,5059.8389912294215
bajra,Ludhiana,sandy,67.85790490511458,109.31250464542155,113.94838687767788,887.6488054556471,29.490678181229015,1.0,1,5208.897472499204
rice,Fatehgarh Sahib,loamy,105.68788165008691,36.848084655407455,144.93839934044988,1443.9823053632097,24.03452047393079,0.7697581355903383,1,3752.4709479209364
bajra,SAS Nagar,sandy,178.8298442951832,26.26418161112851,91.20857920316632,1456.7998154842862,27.50601718565302,0.9584909067903168,1,4256.4217007078505
wheat,Moga,sandy,123.96265119743532,26.80615262437141,160.4864968480461,916.504431903879,32.33269830224635,0.7670622994042544,1,3149.7768163621226
potato,Barnala,loamy,181.4706964340257,81.39663454118762,179.62664544665247,715.7406791764541,30.167198004650665,0.9379887818039587,1,4130.451620809409
bajra,Gurdaspur,black,197.71949162646615,61.0315546892355,139.62154268379334,895.1309076115033,30.698103249239267,1.0,1,5327.155863210011
wheat,Amritsar,black,67.06826729686497,25.59090374270213,143.3673322936567,1323.309429820718,31.73023002399451,0.6207954397194122,0,3112.8540856186173
wheat,Moga,red,125.81880973438724,63.85492107998205,33.285697255992176,624.3683990005102,26.20464012377953,0.8366394288743283,1,4387.1004001159345
rice,Bathinda,alluvial,156.18753568241877,97.3671177377386,31.687049591732055,964.0951594535039,34.452488613313825,0.8779136639448804,1,5318.817841312817
bajra,Pathankot,loamy,154.2592095308278,146.88179702629776,51.343536509651074,516.947664889581,31.55237317635644,1.0,1,5086.5267526274
wheat,Hoshiarpur,clayey,86.3478381418926,76.61599131138479,86.4568921168332,841.8037054921825,31.08539836681938,0.8798712052886236,1,4770.971165474617
bajra,Pathankot,sandy,182.60146922835517,91.28966470543502,179.4733695238854,1175.5800919502599,28.20444877057082,1.0,1,4509.407164076604
bajra,Amritsar,loamy,108.2288495570358,46.92233936295426,55.8957235626554,1399.4552125461016,30.652031476970986,1.0,1,5060.053853602487
rice,Muktsar,black,144.7619656795893,27.519778428130877,192.82426616799467,1442.7243190941122,31.777843147226125,0.797713230610147,1,4445.144736903511
bajra,Sangrur,clayey,178.91823494846872,92.96816058329236,162.07776175562833,704.9812095268164,30.88440800411624,1.0,1,5333.1597314389555
rice,Jalandhar,sandy,165.65967988407212,39.105152246467256,167.89104088869004,1135.9547071637285,25.822485591904933,0.8528816773641298,1,4512.241792214095
bajra,Kapurthala,sandy,211.97203747211722,143.1613824462381,87.34782397289399,1224.9811699240524,28.082195135594286,1.0,1,5066.263577427413
wheat,Patiala,clayey,51.56831815438336,102.01983272979125,106.10448231977111,634.2748509022755,34.36901181585156,0.7939958472947737,1,4022.750023758069
potato,Barnala,red,239.81423926296878,145.10032638841196,135.55446033701037,1428.660287014883,31.412815167717433,0.9248656387371627,1,4176.4328013922495
potato,Bathinda,alluvial,222.79231614700203,82.57333894963644,182.60469435525263,1174.348979023469,22.054985945805072,0.9419111298321216,1,4844.3088760224
potato,Mansa,clayey,220.7569843409334,51.4570269412159,193.30658583724397,696.9257044534284,34.27144715542748,0.8381900898040531,1,4371.9449376088305
potato,Fatehgarh Sahib,loamy,233.87748091453454,42.892411272977306,66.37269657700027,513.0295677570838,20.212850740936506,0.6027322215327819,0,3543.666431434534
bajra,SAS Nagar,red,231.57975875592388,142.6812070666287,193.22305274892602,1021.459638721472,34.65961861987255,1.0,1,4743.405236382276
bajra,Faridkot,alluvial,178.12303670977747,106.6580622760605,57.6589564474562,1065.0853124527562,31.574403664679114,1.0,1,5195.148913948429
wheat,Ludhiana,loamy,217.08156616842518,121.97471154044429,94.08754212746761,1051.990302120721,32.07129682984542,1.0,1,5024.12876581319
bajra,Tarn Taran,red,99.1614878612306,72.35937180009275,182.08927558819786,500.4427814372079,33.52074644962902,1.0,1,4470.691590757959
wheat,Barnala,sandy,148.93503791825665,86.65363221564166,111.86338784689522,1135.4436456595226,21.360825533523965,1.0,1,4318.121194601492
rice,Rupnagar,red,100.20027665246005,93.3296237483573,90.95833845922844,1156.631073707876,23.605983693402603,0.9140747571665679,1,4487.282584504257
wheat,Mansa,black,70.36073658990738,85.77452800554111,67.54497310371151,538.9299633256675,20.540282274371396,0.8403968804689071,1,4447.149069156221
rice,Hoshiarpur,red,136.27612975481495,113.49078660279396,125.76518914561794,927.5018313281117,24.89507646397981,1.0,1,4924.234531607381
potato,SAS Nagar,red,120.61007832006048,136.2322593293226,190.89760723556893,1392.5582274864746,26.291719909359703,0.8964001491810677,1,4534.580948573257
potato,Rupnagar,black,90.89217721094236,53.19017994551111,80.26809458707271,1093.8024808096154,20.492144361929128,0.5033201651479229,0,3617.74263269063
wheat,Faridkot,clayey,238.15690410062157,85.8996569350385,99.60005220889312,1310.8785810079185,32.53738891865774,1.0,1,5494.312876728862
bajra,Jalandhar,black,80.31901496001987,133.8648008572174,121.64607396512147,782.4724263700037,26.37842278156541,1.0,1,4571.5785281403805
rice,Shahid Bhagat Singh Nagar,alluvial,156.40433579685035,96.75604167695013,40.42626245935804,862.1762547987283,30.846924108238312,0.9361750830623871,1,4511.855694733377
rice,Sangrur,sandy,226.5468761346844,26.747122666350172,62.490180614320444,810.0845383427551,30.975871048463194,0.7940339174588104,1,3940.9202384516916
bajra,Muktsar,loamy,219.68507581810493,74.94179561176918,81.49825395887297,825.2951340230311,30.689319996477693,1.0,1,4814.238295076245
wheat,Pathankot,sandy,249.90878374381887,72.74765191995793,67.48303389714809,1262.482884475553,28.137065051939842,1.0,1,5184.8243573007585
bajra,Patiala,sandy,132.89394310786867,117.99786107399842,33.51413271162376,769.0196467983104,27.76394451973283,1.0,1,5310.111758518169
wheat,Patiala,black,239.84172537410245,102.18073489423946,52.09003328555001,1060.0916974433956,31.710977798013516,1.0,1,4441.866509498881
potato,SAS Nagar,black,244.48399980802066,78.34577394705877,57.03425063584442,680.1957541281479,21.47352488283621,0.7031225810346614,1,3702.7143132950378
wheat,Ferozepur,red,222.33818075746905,55.62930661448483,167.20205365733952,695.240602956492,25.180129283673317,0.931568126735642,1,4814.425140057781
wheat,Sangrur,black,81.46525600036566,35.45367085301936,160.00225405096745,1171.0552838599144,26.529863321828543,0.7033091176431467,1,3061.0592485226516
wheat,Muktsar,black,207.2411304522116,115.47771116982689,95.34035654910294,525.1934139592294,32.58495991577016,1.0,1,5197.268801280688
bajra,Moga,clayey,173.18238313534425,129.62615182173232,46.57743535895257,1058.980634099774,27.516318203932958,1.0,1,5122.563941994085
bajra,SAS Nagar,red,150.95911966090563,113.39901315193151,176.64888009536043,679.25561190779,32.000052226455225,1.0,1,5736.991617826884
potato,SAS Nagar,black,95.34547646599265,134.31433262294865,167.49429737580155,1177.1524124576736,29.375437791278085,0.8339805216034176,1,4722.917186109126
rice,Fatehgarh Sahib,alluvial,174.97481992139979,94.32697780868733,171.58116405400608,1406.0870604812606,20.1823515721608,1.0,1,4775.625914310502
bajra,Gurdaspur,black,87.38288812169233,22.57343558514307,96.41595886760966,691.4276804995425,26.174831906850535,0.9174826176127008,1,4625.03148367014
bajra,Moga,red,63.670640061991726,121.88877952293394,78.57891518076002,932.7668795992627,30.281658248328522,1.0,1,5281.181516762747
rice,Barnala,alluvial,124.78420940256272,142.77831575025945,139.0948475407549,1171.479148667207,29.484232304564596,0.9747758256853402,1,4755.195844425726
wheat,Sangrur,red,115.05078118491039,142.36541827144072,185.50428954260562,511.4806597493778,26.751747897122165,0.9507426695923713,1,4272.551603936669
wheat,Patiala,clayey,244.13530908194883,34.72945561457035,98.61217040147051,1237.8849848346063,30.56831642041168,0.8320450267360493,1,3589.7049620489597
bajra,Ferozepur,sandy,171.09653384288092,87.18269208666057,155.82743268944873,1130.700471158785,28.24409402796135,1.0,1,4628.195655923036
wheat,Tarn Taran,clayey,170.727440111875,30.007330718445616,42.849214355191386,1451.423220845566,24.459361854610005,0.7618868134081597,1,4126.478158670723
bajra,Bathinda,clayey,103.48040557150826,21.964388947881755,194.0526128072602,750.8930456911025,30.14039432078821,0.9107154327542416,1,4317.770548249593
rice,Pathankot,alluvial,112.58147884272964,55.242512989328546,131.60360805945953,1366.0956336116915,34.20100593385094,0.8743718791023078,1,4411.5233743492
wheat,Faridkot,clayey,124.71096020953638,26.56356277361303,136.6727172033275,885.6135128656481,34.04400709119829,0.7677547862118272,1,4181.7365245774245
rice,Faridkot,sandy,241.51620301676346,71.87459129351652,172.76627313295253,688.5406057492511,30.086907470375433,1.0,1,4990.579139650305
potato,Sangrur,sandy,66.86026292227008,124.93461144285445,176.42433638856545,1317.2523113668212,27.69089591392664,0.7940195484233715,1,4106.336490532352
potato,SAS Nagar,black,172.6583369774758,102.89947209647161,71.14375359674912,1214.0527233781268,21.370872294976646,0.7977182677604285,1,4308.5627226471115
bajra,Sangrur,loamy,92.88129659863291,55.204822644806434,72.08516094758069,562.5262957428457,26.884107748952307,1.0,1,4906.2368798734715
potato,Amritsar,sandy,168.96064293555793,68.3860509372785,86.61592820691773,1384.9643081805878,25.74926359463302,0.71476601958612,1,3128.0743367232835
bajra,Moga,sandy,173.35672157050823,116.57459417683206,155.44595687018432,1021.4490241668801,21.02688079000367,1.0,1,4978.0765460330085
wheat,Patiala,loamy,91.24348101682797,123.96343931543196,86.71315413493734,1365.193347397811,33.728857773767345,0.8919592123872295,1,4399.678800604267
